dt,x,y,z,x_vel,y_vel,z_vel,Z_acc,X_acc
14.86,307.175812,28.910587,259.261444,0.670233,7.780088,0.709091,9.781126,0.264342
14.87,307.281799,28.905104,259.181335,0.652471,7.751864,0.638256,9.781726,0.263189
14.88,307.380981,28.900261,259.105133,0.656612,7.756653,0.596603,9.781556,0.263203
14.89,307.484619,28.895418,259.02356,0.63662,7.747448,0.539824,9.782228,0.262718
14.9,307.588257,28.890696,258.941345,0.625895,7.728458,0.48556,9.782578,0.261893
14.91,307.685089,28.886198,258.86322,0.614044,7.744334,0.442902,9.782963,0.262297
14.92,307.787048,28.881277,258.779694,0.577359,7.746763,0.393862,9.784216,0.262223
14.93,307.882751,28.876781,258.700195,0.573038,7.756228,0.354232,9.784339,0.262405
14.94,307.983887,28.871679,258.614838,0.533428,7.775967,0.292276,9.785689,0.262936
14.95,308.078705,28.86656,258.533752,0.483201,7.792462,0.274564,9.787415,0.263363
14.96,308.17868,28.861141,258.446259,0.458873,7.810365,0.266742,9.788231,0.263827
14.97,308.278229,28.855246,258.35733,0.370192,7.858919,0.226411,9.791294,0.265361
14.98,308.371674,28.849493,258.272827,0.306779,7.924059,0.184538,9.793482,0.267484
14.99,308.470734,28.842764,258.182159,0.244629,7.968221,0.138588,9.795627,0.268867
15,308.563934,28.836128,258.095825,0.172705,8.020185,0.105736,9.798119,0.270533
15.01,308.662659,28.828918,258.002991,0.110547,8.06624,0.061128,9.800276,0.271985
15.02,308.761444,28.821383,257.909027,0.039029,8.131356,0.049404,9.802762,0.2741
15.03,308.853973,28.814201,257.819733,-0.010976,8.173759,0.018013,9.804505,0.275437
15.04,308.952454,28.806152,257.723816,-0.067619,8.230877,-0.00249,9.806483,0.277277
15.05,309.04483,28.798416,257.632751,-0.103521,8.269793,-0.048315,9.807745,0.278495
15.06,309.143097,28.789833,257.535065,-0.115954,8.327965,-0.070469,9.808195,0.280374
15.07,309.235321,28.781822,257.442322,-0.136737,8.378242,-0.112745,9.808937,0.281987
15.08,309.33316,28.772938,257.342529,-0.143888,8.420902,-0.153958,9.809209,0.28333
15.09,309.430695,28.764154,257.242004,-0.11958,8.460138,-0.186134,9.808393,0.284555
15.1,309.522095,28.755703,257.146393,-0.106867,8.508331,-0.224729,9.807977,0.286099
15.11,309.619049,28.746944,257.04364,-0.077043,8.542641,-0.26634,9.806972,0.287156
15.12,309.709747,28.738579,256.946167,-0.060348,8.580166,-0.296797,9.806418,0.288332
15.13,309.806,28.730011,256.841522,-0.029431,8.618863,-0.329048,9.805375,0.289543
15.14,309.895935,28.721903,256.742157,-0.013673,8.661211,-0.368713,9.804852,0.290889
15.15,309.991455,28.71357,256.635651,0.000493,8.705462,-0.396947,9.804387,0.292295
15.16,310.086365,28.705162,256.528198,0.020297,8.739394,-0.424271,9.803725,0.293345
15.17,310.175232,28.69739,256.425934,0.032366,8.771013,-0.417971,9.803329,0.294322
15.18,310.269165,28.689135,256.316162,0.037137,8.828302,-0.425206,9.803183,0.296176
15.19,310.357117,28.681442,256.211731,0.038575,8.851604,-0.4322,9.803151,0.296868
15.2,310.449585,28.673126,256.099609,0.035431,8.901127,-0.438621,9.803277,0.298454
15.21,310.541748,28.664875,255.986694,0.025485,8.930806,-0.442963,9.803638,0.29936
15.22,310.628143,28.657022,255.879303,0.025736,8.970264,-0.431332,9.803647,0.300608
15.23,310.719269,28.648809,255.764267,0.022215,8.997431,-0.437739,9.803787,0.301428
15.24,310.809784,28.640589,255.647934,0.030336,9.049477,-0.423424,9.803527,0.303104
15.25,310.894501,28.633041,255.537811,0.022388,9.069222,-0.413292,9.803818,0.303678
15.26,310.978638,28.625408,255.426727,0.036467,9.103816,-0.408478,9.803352,0.304763
15.27,311.067474,28.617365,255.307861,0.043469,9.135703,-0.377609,9.803131,0.305751
15.28,311.155823,28.609232,255.18811,0.060133,9.166172,-0.362707,9.802578,0.306692
15.29,311.238495,28.601759,255.074707,0.070333,9.191196,-0.336028,9.802246,0.307454
15.3,311.32547,28.593687,254.953308,0.088365,9.219827,-0.311933,9.801646,0.308335
15.31,311.406921,28.586124,254.838379,0.111303,9.247137,-0.272031,9.800879,0.309178
15.32,311.492981,28.577999,254.715347,0.122781,9.26868,-0.24622,9.800501,0.309819
15.33,311.573029,28.570442,254.598816,0.129084,9.281145,-0.229776,9.8003,0.310158
15.34,311.657379,28.562317,254.473999,0.131944,9.315382,-0.195833,9.800216,0.311236
15.35,311.74115,28.554169,254.348114,0.129689,9.331168,-0.175912,9.800306,0.311685
15.36,311.818817,28.546402,254.228729,0.105414,9.361193,-0.15694,9.801148,0.312626
15.37,311.900848,28.538219,254.101028,0.117653,9.389244,-0.121104,9.800747,0.313496
15.38,311.97699,28.530315,253.979614,0.111553,9.415335,-0.106693,9.800968,0.314304
15.39,312.057037,28.5221,253.849716,0.109781,9.438486,-0.082333,9.801044,0.315008
15.4,312.136108,28.513903,253.718781,0.119459,9.460277,-0.064247,9.800729,0.315665
15.41,312.209717,28.506237,253.594681,0.131207,9.472306,-0.040773,9.800342,0.315995
15.42,312.287109,28.498003,253.461853,0.142732,9.501961,-0.019391,9.799962,0.316919
15.43,312.359009,28.490332,253.336075,0.155993,9.509258,-0.000168,9.799523,0.31709
15.44,312.434265,28.481951,253.201797,0.170014,9.528182,0.042339,9.799056,0.31765
15.45,312.512848,28.472834,253.058777,0.181098,9.503778,0.068707,9.798688,0.316737
15.46,312.577454,28.464947,252.939163,0.181731,9.515951,0.117771,9.79867,0.31708
15.47,312.649597,28.455675,252.803253,0.191143,9.501564,0.139043,9.798351,0.316516
15.48,312.716705,28.446777,252.674896,0.193735,9.476346,0.184435,9.798259,0.315588
15.49,312.786713,28.43708,252.538391,0.195211,9.438069,0.226143,9.798199,0.314215
15.5,312.851563,28.427986,252.409378,0.196832,9.414423,0.271726,9.798129,0.313341
15.51,312.919067,28.417982,252.271866,0.19363,9.39672,0.306603,9.798218,0.312662
15.52,312.985413,28.408077,252.134232,0.192033,9.378884,0.356347,9.798249,0.311979
15.53,313.046661,28.398392,252.004349,0.185163,9.352756,0.36887,9.798459,0.311021
15.54,313.11087,28.388039,251.866196,0.186485,9.315069,0.403416,9.798388,0.309666
15.55,313.169983,28.378302,251.73584,0.193593,9.294155,0.421222,9.798122,0.308882
15.56,313.231598,28.367716,251.597031,0.197826,9.270579,0.452194,9.797952,0.308003
15.57,313.288574,28.35774,251.466309,0.208048,9.248554,0.466049,9.797578,0.30718
15.58,313.3479,28.346786,251.327072,0.19997,9.229861,0.46584,9.797819,0.306466
15.59,313.404694,28.337866,251.186111,0.175282,9.241595,0.42241,9.798622,0.306776
15.6,313.458221,28.328241,251.054337,0.196356,9.256476,0.435431,9.797896,0.307194
15.61,313.513641,28.316957,250.913666,0.197475,9.182795,0.461828,9.797839,0.304629
15.62,313.564911,28.305468,250.781265,0.245668,9.173115,0.47874,9.796203,0.30422
15.63,313.61853,28.292677,250.640747,0.249987,9.129909,0.506487,9.796027,0.302674
15.64,313.667664,28.279802,250.50853,0.287636,9.108814,0.503742,9.794731,0.301879
15.65,313.719391,28.265327,250.36821,0.315012,9.08384,0.51193,9.793765,0.300945
15.66,313.769653,28.250292,250.227966,0.341672,9.048018,0.519804,9.792817,0.299648
15.67,313.815277,28.238192,250.095978,0.402902,8.978398,0.456245,9.790701,0.29722
15.68,313.862335,28.227854,249.956711,0.550627,8.817613,0.37006,9.785675,0.291727
15.69,313.905273,28.217751,249.824448,0.662634,8.77152,0.305139,9.781839,0.290077
15.7,313.94809,28.205662,249.684036,0.67473,8.816252,0.230627,9.781338,0.29146
15.71,313.990784,28.190237,249.544327,0.628915,8.834151,0.239983,9.782774,0.291948
15.72,314.029663,28.174688,249.41246,0.577481,8.801468,0.235558,9.784403,0.290751
15.73,314.070465,28.15646,249.272537,0.482757,8.812277,0.229714,9.78747,0.290996
15.74,314.107697,28.138712,249.141006,0.399563,8.788651,0.262573,9.790154,0.2901
15.75,314.145691,28.119329,249.000488,0.331762,8.796267,0.274207,9.792315,0.290238
15.76,314.180237,28.10178,248.868591,0.216524,8.793319,0.256557,9.796068,0.290032
15.77,314.215332,28.084904,248.727905,0.138897,8.777561,0.235832,9.798574,0.289397
15.78,314.249939,28.066065,248.587463,0.060349,8.83261,0.242266,9.801126,0.291125
15.79,314.281555,28.047199,248.455246,-0.009507,8.844422,0.250469,9.803402,0.291424
15.8,314.313904,28.026711,248.314545,-0.053108,8.826058,0.235371,9.804805,0.290714
15.81,314.344086,28.006136,248.182312,-0.056466,8.82656,0.229765,9.804878,0.290634
15.82,314.373657,27.986904,248.041656,-0.013164,8.774125,0.139433,9.803388,0.288789
15.83,314.401794,27.968239,247.909698,0.139254,8.717846,0.06607,9.79827,0.286825
15.84,314.430145,27.947891,247.769348,0.224821,8.696906,0.015514,9.795348,0.28603
15.85,314.457123,27.926363,247.629135,0.279362,8.698658,-0.028339,9.793446,0.28599
15.86,314.482025,27.905796,247.498032,0.289979,8.709938,-0.045357,9.792996,0.286272
15.87,314.506042,27.884552,247.358414,0.294514,8.642973,-0.056036,9.792745,0.283954
15.88,314.528473,27.862494,247.226685,0.282161,8.663684,-0.10043,9.79306,0.284543
15.89,314.550415,27.838816,247.087082,0.185359,8.715565,-0.106252,9.796175,0.286162
15.9,314.571533,27.813457,246.947296,0.190475,8.773136,-0.083786,9.795927,0.287977
15.91,314.589783,27.789846,246.815353,0.083218,8.762966,-0.061827,9.799411,0.287561
15.92,314.608673,27.762911,246.675095,0.074931,8.758123,-0.045381,9.799626,0.287312
15.93,314.625214,27.737366,246.543289,0.021973,8.734998,-0.041083,9.801325,0.286462
15.94,314.642853,27.708433,246.402985,0.029915,8.74867,-0.055499,9.80101,0.286818
15.95,314.657959,27.682072,246.271057,-0.055881,8.751056,-0.052408,9.803796,0.286811
15.96,314.674225,27.652138,246.130692,0.004627,8.752485,-0.05947,9.801752,0.286767
15.97,314.688995,27.622648,245.990433,-0.079875,8.741572,-0.027483,9.804493,0.286315
15.98,314.702393,27.594105,245.858337,-0.00678,8.730517,-0.024076,9.802042,0.285861
15.99,314.715546,27.565611,245.718002,-0.053949,8.695395,-0.02483,9.803552,0.284607
16,314.726929,27.539223,245.586182,0.063003,8.678318,-0.008367,9.79966,0.283952
16.01,314.73764,27.512224,245.445847,0.096898,8.582808,-0.04721,9.7985,0.2807
16.02,314.747803,27.485888,245.313843,0.197804,8.608482,-0.081461,9.795138,0.281431
16.03,314.758453,27.454952,245.165436,0.200573,8.625549,-0.07811,9.794997,0.28187
16.04,314.767853,27.425848,245.03299,0.2664,8.710317,-0.047737,9.79279,0.284551
16.05,314.776154,27.395742,244.900223,0.194832,8.729635,-0.012429,9.795102,0.285086
16.06,314.784698,27.363371,244.757813,0.232883,8.74344,0.029327,9.793812,0.285424
16.07,314.792053,27.331295,244.623245,0.176299,8.770146,0.058673,9.795634,0.28618
16.08,314.799866,27.296749,244.478897,0.16828,8.84663,0.069708,9.795861,0.288554
16.09,314.80722,27.261997,244.333389,0.108451,8.935743,0.072672,9.797793,0.291344
16.1,314.813507,27.229534,244.195068,0.109056,9.010107,0.074137,9.797748,0.293653
16.11,314.820313,27.194492,244.046844,0.048804,9.076582,0.087715,9.799696,0.295691
16.12,314.825623,27.161343,243.906097,0.075431,9.160616,0.068702,9.798801,0.298303
16.13,314.831238,27.125847,243.755005,0.035569,9.235041,0.085898,9.800082,0.300588
16.14,314.836334,27.089872,243.602692,0.036426,9.335808,0.07684,9.800034,0.303733
16.15,314.840485,27.055418,243.457886,0.02792,9.430329,0.06573,9.800296,0.306679
16.16,314.845184,27.01803,243.302719,0.001666,9.512971,0.069321,9.801135,0.309227
16.17,314.849304,26.982452,243.155212,0.01815,9.580231,0.047763,9.800582,0.311277
16.18,314.853271,26.944105,242.997192,0.02,9.656201,0.085956,9.800502,0.313592
16.19,314.85733,26.907845,242.847015,0.008987,9.719634,0.098033,9.800843,0.315505
16.2,314.860687,26.869057,242.685867,0.031817,9.812756,0.08103,9.800078,0.318368
16.21,314.864075,26.829845,242.523361,0.033025,9.883872,0.106423,9.800017,0.320508
16.22,314.867493,26.792721,242.369293,0.019896,9.933133,0.132213,9.800424,0.321941
16.23,314.870758,26.752773,242.203979,0.027915,10.017529,0.13015,9.800139,0.324496
16.24,314.87381,26.714972,242.047699,0.016698,10.066307,0.147552,9.800485,0.325899
16.25,314.877716,26.674761,241.880463,0.000344,10.096746,0.163827,9.800997,0.326692
16.26,314.881042,26.636353,241.721939,-0.012042,10.161785,0.142069,9.801385,0.328614
16.27,314.884827,26.595425,241.552399,-0.00432,10.201123,0.160487,9.801118,0.329683
16.28,314.889496,26.554255,241.381653,0.002141,10.239791,0.180213,9.800895,0.330727
16.29,314.893555,26.514635,241.220032,0.003579,10.31704,0.149318,9.800833,0.333025
16.3,314.898529,26.471989,241.047195,-0.009605,10.383907,0.148106,9.801244,0.334968
16.31,314.903839,26.432383,240.88298,0.003105,10.436762,0.17175,9.800814,0.336465
16.32,314.909912,26.390205,240.707306,0.000501,10.508703,0.134432,9.800879,0.33856
16.33,314.915924,26.350008,240.540863,0.033879,10.566146,0.137216,9.799781,0.340194
16.34,314.923065,26.30752,240.362778,0.033035,10.63073,0.14685,9.799792,0.342042
16.35,314.93103,26.265507,240.183334,0.033651,10.683659,0.147323,9.799758,0.343506
16.36,314.93927,26.226004,240.013168,0.040434,10.746531,0.134728,9.799527,0.3453
16.37,314.948517,26.182671,239.83168,0.056583,10.79221,0.113565,9.798993,0.346519
16.38,314.958038,26.141644,239.659836,0.040322,10.830671,0.097257,9.799509,0.347515
16.39,314.969666,26.098442,239.475555,0.021266,10.891836,0.099847,9.800112,0.349219
16.4,314.981903,26.055058,239.290298,0.022301,10.944637,0.090826,9.800069,0.350646
16.41,314.993744,26.013662,239.115128,-0.007904,10.996911,0.05715,9.801032,0.352066
16.42,315.007538,25.96958,238.928009,-0.010052,11.063206,0.015034,9.801093,0.35392
16.43,315.021667,25.92795,238.751251,-0.007922,11.10324,-0.028182,9.801014,0.354947
16.44,315.037903,25.883497,238.563004,-0.050382,11.140713,-0.087663,9.802367,0.355877
16.45,315.054047,25.842104,238.38533,-0.051314,11.188144,-0.125103,9.802387,0.357142
16.46,315.072083,25.798233,238.195816,-0.071059,11.216406,-0.157969,9.803015,0.357776
16.47,315.091064,25.754629,238.006119,-0.068939,11.236481,-0.178798,9.802943,0.358149
16.48,315.109802,25.713522,237.827545,-0.080055,11.259461,-0.208063,9.8033,0.358633
16.49,315.130157,25.669443,237.63768,-0.09977,11.26939,-0.260402,9.803933,0.358682
16.5,315.150299,25.62785,237.45871,-0.093174,11.265235,-0.302096,9.803724,0.358294
16.51,315.172821,25.584448,237.268585,-0.106034,11.271742,-0.338018,9.804139,0.358234
16.52,315.194916,25.544149,237.089691,-0.074298,11.287162,-0.381969,9.803126,0.358478
16.53,315.21875,25.501013,236.899353,-0.040331,11.284816,-0.423453,9.802039,0.35814
16.54,315.243622,25.457964,236.709351,-0.014046,11.278513,-0.461411,9.801195,0.357675
16.55,315.267883,25.418257,236.530533,-0.008141,11.281294,-0.493319,9.801003,0.357517
16.56,315.294098,25.375809,236.340622,-0.008953,11.299714,-0.539299,9.801024,0.357847
16.57,315.319427,25.336737,236.161957,-0.008458,11.319877,-0.57022,9.801011,0.358255
16.58,315.347015,25.295425,235.972122,0.009831,11.323417,-0.609455,9.800434,0.358121
16.59,315.375,25.254122,235.782486,0.001297,11.314559,-0.632339,9.800714,0.357594
16.6,315.401794,25.215321,235.60405,-0.009395,11.321096,-0.674039,9.801067,0.357574
16.61,315.431152,25.173912,235.414719,0.00987,11.334663,-0.701377,9.800466,0.357768
16.62,315.461212,25.133001,235.225311,-0.001415,11.355244,-0.733299,9.800837,0.358191
16.63,315.490051,25.094553,235.046677,0.009055,11.383522,-0.754309,9.800512,0.358877
16.64,315.519867,25.056435,234.867432,0.017965,11.427322,-0.758342,9.800237,0.360058
16.65,315.552124,25.01576,234.676437,0.031616,11.490705,-0.77219,9.799808,0.361847
16.66,315.585175,24.974623,234.484589,0.032405,11.567119,-0.779961,9.799787,0.364049
16.67,315.617157,24.93643,234.303223,0.012712,11.650373,-0.765603,9.800415,0.366482
16.68,315.65213,24.896204,234.109283,0.014881,11.748093,-0.772745,9.800351,0.369364
16.69,315.685516,24.858145,233.925781,0.031941,11.817987,-0.772869,9.799812,0.371375
16.7,315.722107,24.817259,233.729782,9.90E-05,11.894734,-0.777047,9.800822,0.37359
16.71,315.759521,24.777042,233.532242,-0.003672,11.999154,-0.763505,9.800942,0.37668
16.72,315.795563,24.738522,233.345703,-0.016517,12.092756,-0.751795,9.80135,0.379441
16.73,315.834534,24.696907,233.146118,-0.065462,12.186716,-0.737982,9.802899,0.382203
16.74,315.872101,24.657955,232.957214,-0.074915,12.27777,-0.73588,9.803202,0.384884
16.75,315.912872,24.617369,232.754822,-0.097066,12.378756,-0.704174,9.803909,0.387865
16.76,315.951813,24.579105,232.563217,-0.075114,12.460872,-0.684832,9.803223,0.39026
16.77,315.99411,24.537758,232.358444,-0.088809,12.558487,-0.670163,9.803662,0.393133
16.78,316.037354,24.496283,232.1521,-0.09043,12.647952,-0.652422,9.803721,0.395747
16.79,316.078522,24.456938,231.956619,-0.089913,12.743649,-0.623136,9.803708,0.398566
16.8,316.122925,24.414974,231.747513,-0.112892,12.858252,-0.610597,9.804439,0.401967
16.81,316.165405,24.375544,231.549454,-0.106705,12.927649,-0.60127,9.804245,0.403955
16.82,316.211365,24.333651,231.337463,-0.118517,13.033912,-0.573801,9.804621,0.407091
16.83,316.257904,24.291296,231.124329,-0.108717,13.12905,-0.548034,9.804316,0.409875
16.84,316.302338,24.251747,230.922058,-0.139958,13.238715,-0.527392,9.805304,0.413126
16.85,316.349915,24.209415,230.705826,-0.144032,13.325978,-0.498317,9.805434,0.415657
16.86,316.394928,24.169909,230.501022,-0.140712,13.386946,-0.489143,9.805335,0.417371
16.87,316.443542,24.127684,230.28186,-0.131367,13.494669,-0.465721,9.805047,0.420539
16.88,316.490112,24.087372,230.0746,-0.130016,13.591013,-0.44256,9.805014,0.423363
16.89,316.539612,24.043814,229.852966,-0.144385,13.683002,-0.420888,9.80547,0.426034
16.9,316.589752,24.000938,229.629547,-0.167877,13.760733,-0.401854,9.806214,0.428254
16.91,316.637421,23.960203,229.417816,-0.151344,13.835541,-0.367701,9.805704,0.43039
16.92,316.687927,23.916485,229.191299,-0.167071,13.94537,-0.358897,9.806205,0.433609
16.93,316.739227,23.87303,228.963623,-0.163608,14.05116,-0.356431,9.806104,0.436702
16.94,316.788177,23.832367,228.747375,-0.166159,14.157378,-0.335877,9.806193,0.43982
16.95,316.840698,23.788303,228.5168,-0.159031,14.239789,-0.312034,9.805979,0.442175
16.96,316.890076,23.746824,228.297867,-0.15766,14.308022,-0.307062,9.80594,0.444096
16.97,316.942993,23.701935,228.06424,-0.177758,14.425624,-0.294411,9.806567,0.447544
16.98,316.993256,23.660631,227.84259,-0.196831,14.495706,-0.253589,9.807164,0.449517
16.99,317.046997,23.616453,227.605438,-0.203475,14.585551,-0.237149,9.807377,0.45209
17,317.097504,23.574539,227.380859,-0.207981,14.670824,-0.227142,9.807523,0.45453
17.01,317.151642,23.5299,227.140701,-0.216804,14.781459,-0.212364,9.807805,0.457745
17.02,317.205902,23.485214,226.899109,-0.226154,14.869519,-0.211527,9.808105,0.460254
17.03,317.260651,23.440346,226.655899,-0.223832,14.963848,-0.211922,9.808041,0.462956
17.04,317.312683,23.398979,226.425156,-0.249772,15.073141,-0.205846,9.808858,0.466138
17.05,317.368256,23.355038,226.178741,-0.184722,15.175299,-0.175258,9.806844,0.469083
